timestamp,alert,classification,priority,protocol,src_ip,src_port,dst_ip,dst_port
02/14-00:12:24.000000,SNMP trap tcp,Misc activity,2,TCP,149.39.12.116,33973,88.209.2.251,48988
02/14-00:12:25.000000,ICMP PING,Misc activity,3,ICMP,208.83.63.249,9715,62.252.13.48,55414
02/14-00:12:26.000000,ICMP PING *NIX,Misc activity,3,TCP,233.170.38.208,34432,55.25.62.38,6976
02/14-00:12:27.000000,ICMP PING,Attempted Information Leak,3,UDP,231.47.86.165,24138,234.58.195.190,46779
02/14-00:12:28.000000,SCAN nmap XMAS,Misc activity,2,UDP,142.142.5.139,12080,54.82.62.66,3662
02/14-00:12:29.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,59.31.172.195,5368,119.249.155.206,42209
02/14-00:12:30.000000,ICMP PING,Misc activity,3,UDP,179.142.72.43,31888,14.237.87.75,61344
02/14-00:12:31.000000,SCAN nmap XMAS,Misc activity,2,UDP,210.56.193.100,31288,237.215.28.141,27759
02/14-00:12:32.000000,SCAN nmap XMAS,Misc activity,2,TCP,143.233.195.161,18684,247.21.55.111,44588
02/14-00:12:33.000000,ICMP PING undefined code,Attempted Information Leak,2,UDP,188.58.2.116,63360,52.215.8.211,9082
02/14-00:12:34.000000,SNMP trap tcp,Misc activity,3,TCP,229.56.47.211,23681,245.249.23.101,12434
02/14-00:12:35.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,TCP,141.65.146.194,58534,207.158.44.11,48622
02/14-00:12:36.000000,ICMP PING *NIX,Attempted Information Leak,2,TCP,237.23.32.190,8414,119.70.31.185,27419
02/14-00:12:37.000000,ICMP PING,Attempted Information Leak,2,ICMP,235.72.141.40,50029,142.79.145.205,34540
02/14-00:12:38.000000,SCAN nmap XMAS,Misc activity,2,ICMP,144.135.129.123,11630,47.233.82.250,58424
02/14-00:12:39.000000,ICMP PING undefined code,Misc activity,2,ICMP,74.171.123.121,54207,174.175.76.36,14316
02/14-00:12:40.000000,SNMP request tcp,Attempted Information Leak,3,TCP,230.166.119.236,16507,134.116.228.245,54283
02/14-00:12:41.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,216.171.108.6,53672,234.45.169.198,62522
02/14-00:12:42.000000,SCAN nmap XMAS,Misc activity,3,ICMP,140.72.242.118,4762,184.108.60.128,1349
02/14-00:12:43.000000,SCAN nmap XMAS,Misc activity,3,UDP,224.146.204.153,11405,69.11.241.62,35039
02/14-00:12:44.000000,SNMP request tcp,Misc activity,3,TCP,212.22.188.8,14958,235.244.22.95,55857
02/14-00:12:45.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,234.81.253.26,28305,45.183.144.33,49340
02/14-00:12:46.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,226.9.24.163,45756,251.49.61.251,62068
02/14-00:12:47.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,TCP,76.142.136.99,33415,181.30.161.22,345
02/14-00:12:48.000000,ICMP PING,Misc activity,3,TCP,204.210.93.210,46939,84.71.102.63,15894
02/14-00:12:49.000000,ICMP PING *NIX,Misc activity,2,UDP,240.6.7.187,17302,52.63.242.182,14997
02/14-00:12:50.000000,SCAN nmap XMAS,Misc activity,3,ICMP,10.19.27.164,23482,144.83.153.109,33035
02/14-00:12:51.000000,ICMP PING undefined code,Misc activity,2,UDP,15.166.203.136,7853,212.95.130.60,52829
02/14-00:12:52.000000,SNMP trap tcp,Attempted Information Leak,3,UDP,89.7.214.241,5249,141.40.150.162,20203
02/14-00:12:53.000000,ICMP PING,Misc activity,2,TCP,222.198.9.80,50717,130.26.142.229,15842
02/14-00:12:54.000000,SCAN nmap XMAS,Misc activity,2,ICMP,83.248.252.243,26176,89.6.73.44,12108
02/14-00:12:55.000000,ICMP PING,Misc activity,2,UDP,253.227.50.33,28371,153.27.21.17,27880
02/14-00:12:56.000000,ICMP PING BSDtype,Misc activity,3,TCP,48.105.239.200,36273,159.144.192.247,11282
02/14-00:12:57.000000,ICMP PING undefined code,Misc activity,3,TCP,56.185.237.22,26622,68.5.117.129,7733
02/14-00:12:58.000000,ICMP PING *NIX,Misc activity,2,TCP,242.178.154.223,41051,203.78.170.79,25965
02/14-00:12:59.000000,ICMP PING undefined code,Misc activity,2,UDP,50.119.174.44,32341,250.103.69.225,21807
02/14-00:13:00.000000,ICMP PING,Attempted Information Leak,3,TCP,173.53.77.86,7394,25.17.65.105,40297
02/14-00:13:01.000000,SCAN nmap XMAS,Misc activity,3,UDP,176.24.174.219,52791,11.81.149.174,41303
02/14-00:13:02.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,86.94.201.178,15460,178.102.108.143,23755
02/14-00:13:03.000000,SNMP trap tcp,Misc activity,3,TCP,13.246.91.187,62141,77.115.189.11,20768
02/14-00:13:04.000000,SCAN nmap XMAS,Misc activity,3,UDP,58.151.129.141,29692,4.127.153.19,54678
02/14-00:13:05.000000,ICMP PING,Attempted Information Leak,3,UDP,46.144.9.150,14061,233.30.182.241,46736
02/14-00:13:06.000000,ICMP PING BSDtype,Misc activity,2,TCP,208.18.202.37,28191,184.23.24.176,52244
02/14-00:13:07.000000,SNMP request tcp,Attempted Information Leak,2,TCP,126.196.249.112,2213,124.163.230.139,19172
02/14-00:13:08.000000,ICMP PING,Attempted Information Leak,2,UDP,190.85.113.170,2362,38.15.60.172,34287
02/14-00:13:09.000000,SNMP request tcp,Misc activity,3,UDP,74.107.246.47,7419,89.27.136.59,3049
02/14-00:13:10.000000,ICMP PING,Attempted Information Leak,3,UDP,130.228.241.242,59494,241.177.15.230,3220
02/14-00:13:11.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,86.111.243.250,26586,154.41.205.70,62995
02/14-00:13:12.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,ICMP,75.18.111.84,26327,46.159.21.234,25323
02/14-00:13:13.000000,ICMP PING,Attempted Information Leak,3,TCP,216.45.154.87,19322,151.224.161.127,25222
02/14-00:13:14.000000,ICMP PING BSDtype,Attempted Information Leak,3,TCP,1.100.1.147,48915,45.169.92.36,61087
02/14-00:13:15.000000,SNMP trap tcp,Misc activity,3,TCP,174.227.142.28,21940,126.174.10.153,8852
02/14-00:13:16.000000,ICMP PING *NIX,Misc activity,2,ICMP,41.13.216.203,15170,52.170.144.181,56141
02/14-00:13:17.000000,ICMP PING BSDtype,Misc activity,3,TCP,178.204.251.225,56657,233.110.136.253,3758
02/14-00:13:18.000000,ICMP PING,Attempted Information Leak,3,ICMP,232.60.29.175,25181,237.190.233.111,39238
02/14-00:13:19.000000,ICMP PING,Misc activity,2,TCP,240.75.25.201,5565,192.240.64.132,52131
02/14-00:13:20.000000,ICMP PING *NIX,Misc activity,3,TCP,44.230.70.174,10470,69.160.22.86,34652
02/14-00:13:21.000000,SNMP request tcp,Attempted Information Leak,2,TCP,131.181.253.140,62711,71.129.55.156,49249
02/14-00:13:22.000000,SNMP trap tcp,Misc activity,2,ICMP,45.80.147.157,23869,128.89.194.21,45298
02/14-00:13:23.000000,SNMP trap tcp,Misc activity,3,UDP,41.195.73.111,42480,96.222.112.212,3652
02/14-00:13:24.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,105.30.66.47,18763,191.249.11.199,33407
02/14-00:13:25.000000,SCAN nmap XMAS,Attempted Information Leak,3,UDP,182.195.234.65,39701,191.137.78.212,53365
02/14-00:13:26.000000,ICMP PING undefined code,Misc activity,3,TCP,52.168.129.209,52358,34.125.184.243,33558
02/14-00:13:27.000000,ICMP PING *NIX,Attempted Information Leak,2,TCP,115.75.153.205,17633,217.226.136.1,45881
02/14-00:13:28.000000,SCAN nmap XMAS,Misc activity,3,TCP,44.60.131.92,43662,55.35.179.14,60492
02/14-00:13:29.000000,ICMP PING *NIX,Attempted Information Leak,3,UDP,228.212.136.49,18832,134.84.151.8,7059
02/14-00:13:30.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,205.42.245.174,6542,150.198.184.120,49520
02/14-00:13:31.000000,ICMP PING,Attempted Information Leak,3,UDP,223.125.60.247,36661,168.34.88.203,53416
02/14-00:13:32.000000,SNMP request tcp,Misc activity,3,ICMP,168.193.79.229,15012,82.127.221.88,27860
02/14-00:13:33.000000,ICMP PING undefined code,Misc activity,3,ICMP,108.196.5.242,19858,59.38.16.170,4918
02/14-00:13:34.000000,ICMP PING BSDtype,Misc activity,2,ICMP,26.23.120.90,27138,250.87.46.195,18781
02/14-00:13:35.000000,ICMP PING,Attempted Information Leak,3,TCP,180.42.142.172,57189,210.118.132.246,43209
02/14-00:13:36.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,219.134.29.251,5966,61.248.150.176,17740
02/14-00:13:37.000000,ICMP PING undefined code,Attempted Information Leak,3,ICMP,102.105.120.247,56113,152.22.222.5,23416
02/14-00:13:38.000000,ICMP PING,Misc activity,2,UDP,248.163.88.150,24927,232.45.254.141,1500
02/14-00:13:39.000000,ICMP PING,Attempted Information Leak,2,TCP,183.136.52.143,28193,21.146.144.128,42046
02/14-00:13:40.000000,ICMP PING *NIX,Misc activity,3,TCP,12.56.185.97,61831,164.216.16.117,15010
02/14-00:13:41.000000,ICMP PING *NIX,Misc activity,3,UDP,165.175.54.213,43190,226.33.199.197,64977
02/14-00:13:42.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,109.248.24.54,63775,113.82.172.211,48266
02/14-00:13:43.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,189.5.246.131,60039,200.128.14.19,47874
02/14-00:13:44.000000,ICMP PING,Misc activity,3,TCP,12.109.193.15,24823,244.215.179.89,40696
02/14-00:13:45.000000,SNMP trap tcp,Attempted Information Leak,3,UDP,185.46.157.8,38750,159.234.167.152,10401
02/14-00:13:46.000000,ICMP PING,Attempted Information Leak,3,ICMP,102.229.78.204,43205,108.123.166.46,52957
02/14-00:13:47.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,252.96.143.20,42525,188.126.180.64,35568
02/14-00:13:48.000000,ICMP PING,Attempted Information Leak,2,TCP,221.57.174.75,60490,92.242.195.112,36849
02/14-00:13:49.000000,ICMP PING BSDtype,Attempted Information Leak,3,TCP,66.214.31.89,52010,211.83.31.61,23504
02/14-00:13:50.000000,ICMP PING undefined code,Attempted Information Leak,3,ICMP,146.137.171.152,7080,60.172.80.119,58824
02/14-00:13:51.000000,ICMP PING *NIX,Misc activity,3,TCP,173.85.165.151,22558,56.69.191.116,19839
02/14-00:13:52.000000,ICMP PING BSDtype,Misc activity,2,UDP,157.54.227.229,4867,192.232.184.247,52813
02/14-00:13:53.000000,ICMP PING undefined code,Misc activity,3,TCP,169.251.34.84,64523,95.180.247.181,11899
02/14-00:13:54.000000,ICMP PING *NIX,Misc activity,2,TCP,41.163.167.22,35053,226.199.202.38,51784
02/14-00:13:55.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,74.47.43.74,11018,63.27.244.242,33702
02/14-00:13:56.000000,SNMP request tcp,Misc activity,3,UDP,109.99.28.32,22664,35.36.2.125,48154
02/14-00:13:57.000000,ICMP PING undefined code,Misc activity,3,UDP,125.19.219.74,11613,27.252.197.28,65001
02/14-00:13:58.000000,ICMP PING undefined code,Attempted Information Leak,2,UDP,137.129.2.37,58706,149.62.156.101,12613
02/14-00:13:59.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,71.252.1.209,42134,104.46.176.17,22529
02/14-00:14:00.000000,SCAN nmap XMAS,Misc activity,3,TCP,159.11.201.29,12551,156.190.237.154,13550
02/14-00:14:01.000000,ICMP PING BSDtype,Misc activity,3,UDP,54.186.234.245,37157,140.108.55.210,3177
02/14-00:14:02.000000,ICMP PING,Misc activity,3,TCP,136.1.174.77,32370,65.117.31.165,48110
02/14-00:14:03.000000,ICMP PING BSDtype,Attempted Information Leak,3,UDP,20.217.36.231,19023,179.44.234.208,64233
02/14-00:14:04.000000,ICMP PING,Misc activity,2,UDP,36.183.217.98,40633,183.78.131.36,23984
02/14-00:14:05.000000,ICMP PING,Attempted Information Leak,2,ICMP,144.118.55.183,4277,215.0.93.57,21558
02/14-00:14:06.000000,SCAN nmap XMAS,Misc activity,2,TCP,228.25.50.243,57352,166.67.190.27,50505
02/14-00:14:07.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,TCP,224.233.80.80,30992,85.66.0.89,59028
02/14-00:14:08.000000,ICMP PING undefined code,Misc activity,2,TCP,72.129.80.251,20782,153.85.115.99,36844
02/14-00:14:09.000000,ICMP PING *NIX,Misc activity,3,TCP,89.144.240.201,45730,218.100.211.184,41604
02/14-00:14:10.000000,ICMP PING,Attempted Information Leak,2,TCP,252.219.11.214,45149,252.212.180.82,39868
02/14-00:14:11.000000,SNMP trap tcp,Attempted Information Leak,3,UDP,89.34.63.142,37187,250.25.235.179,35433
02/14-00:14:12.000000,ICMP PING *NIX,Misc activity,3,TCP,22.220.250.62,5849,229.225.94.64,58942
02/14-00:14:13.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,TCP,118.163.183.67,23837,248.144.125.239,30584
02/14-00:14:14.000000,ICMP PING undefined code,Misc activity,3,UDP,57.156.151.178,44279,5.68.164.111,41368
02/14-00:14:15.000000,ICMP PING *NIX,Misc activity,2,TCP,3.119.19.206,44076,188.153.197.66,7868
02/14-00:14:16.000000,ICMP PING,Attempted Information Leak,2,UDP,215.129.164.77,6804,222.207.211.88,25893
02/14-00:14:17.000000,ICMP PING,Attempted Information Leak,3,TCP,61.248.20.110,22359,73.211.156.171,57296
02/14-00:14:18.000000,ICMP PING BSDtype,Misc activity,2,UDP,212.21.169.121,36077,80.196.107.159,18798
02/14-00:14:19.000000,ICMP PING undefined code,Misc activity,3,UDP,32.101.50.36,19642,8.204.76.233,48179
02/14-00:14:20.000000,ICMP PING BSDtype,Misc activity,2,TCP,213.143.232.72,4732,55.76.54.17,1504
02/14-00:14:21.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,165.117.153.15,43497,221.119.253.238,28555
02/14-00:14:22.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,35.86.60.21,34494,235.56.156.78,3328
02/14-00:14:23.000000,ICMP PING,Misc activity,3,UDP,208.20.105.197,6512,234.229.42.83,31077
02/14-00:14:24.000000,ICMP PING,Misc activity,2,TCP,141.52.124.202,21990,173.18.143.6,44897
02/14-00:14:25.000000,ICMP PING *NIX,Misc activity,3,TCP,141.102.236.64,29627,75.68.23.67,22072
02/14-00:14:26.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,220.162.131.75,1716,87.36.202.119,62994
02/14-00:14:27.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,30.109.55.229,42245,84.53.66.4,24396
02/14-00:14:28.000000,ICMP PING undefined code,Misc activity,3,TCP,246.88.199.5,41226,214.48.120.105,6665
02/14-00:14:29.000000,SNMP request tcp,Misc activity,3,TCP,233.214.78.110,57479,65.169.39.29,11278
02/14-00:14:30.000000,SCAN nmap XMAS,Misc activity,3,TCP,115.135.132.113,51313,206.111.233.74,14001
02/14-00:14:31.000000,ICMP PING *NIX,Attempted Information Leak,3,ICMP,66.184.41.181,49565,236.247.107.164,9994
02/14-00:14:32.000000,ICMP PING,Attempted Information Leak,3,ICMP,225.45.140.26,63657,163.225.140.244,7012
02/14-00:14:33.000000,ICMP PING undefined code,Misc activity,2,TCP,50.231.124.53,24327,62.26.204.175,34403
02/14-00:14:34.000000,SNMP trap tcp,Misc activity,3,TCP,98.19.188.134,27638,213.135.18.161,17204
02/14-00:14:35.000000,ICMP PING *NIX,Misc activity,2,TCP,57.108.75.222,44285,22.155.186.154,21243
02/14-00:14:36.000000,ICMP PING,Misc activity,3,ICMP,236.181.132.42,64317,9.57.96.55,14202
02/14-00:14:37.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,98.198.78.123,33500,173.51.206.201,16358
02/14-00:14:38.000000,SCAN nmap XMAS,Misc activity,2,TCP,128.81.61.57,27358,200.88.216.93,34163
02/14-00:14:39.000000,ICMP PING BSDtype,Misc activity,3,ICMP,109.34.46.225,51705,109.156.111.42,65498
02/14-00:14:40.000000,ICMP PING,Misc activity,2,TCP,50.85.184.52,6431,44.105.204.169,57308
02/14-00:14:41.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,127.128.202.252,53923,246.78.110.41,20927
02/14-00:14:42.000000,ICMP PING,Attempted Information Leak,2,TCP,69.107.125.223,42225,117.57.175.169,3511
02/14-00:14:43.000000,ICMP PING,Misc activity,2,UDP,31.29.76.110,26892,87.19.53.46,1463
02/14-00:14:44.000000,ICMP PING,Attempted Information Leak,3,TCP,197.109.143.94,54994,39.218.11.178,14043
02/14-00:14:45.000000,SNMP request tcp,Misc activity,2,UDP,9.15.70.221,32414,198.251.71.6,16197
02/14-00:14:46.000000,SCAN nmap XMAS,Misc activity,3,ICMP,2.141.248.149,4102,31.197.232.113,62099
02/14-00:14:47.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,UDP,215.176.181.80,15546,44.79.195.5,43343
02/14-00:14:48.000000,ICMP PING,Misc activity,2,TCP,158.184.127.77,58034,118.253.37.185,28080
02/14-00:14:49.000000,SCAN nmap XMAS,Misc activity,3,TCP,49.166.87.218,28047,58.144.219.38,41867
02/14-00:14:50.000000,ICMP PING *NIX,Misc activity,2,TCP,37.123.236.177,37046,7.91.190.88,44852
02/14-00:14:51.000000,ICMP PING,Misc activity,2,TCP,170.201.129.203,20413,27.124.11.144,49951
02/14-00:14:52.000000,ICMP PING,Attempted Information Leak,3,TCP,208.153.85.73,62389,194.168.223.234,33374
02/14-00:14:53.000000,SCAN nmap XMAS,Misc activity,3,UDP,242.135.112.187,30361,254.1.156.61,61636
02/14-00:14:54.000000,SCAN nmap XMAS,Misc activity,3,TCP,50.152.6.122,32632,219.6.240.94,461
02/14-00:14:55.000000,ICMP PING undefined code,Misc activity,2,ICMP,118.25.42.144,44725,5.117.55.18,50100
02/14-00:14:56.000000,SCAN nmap XMAS,Attempted Information Leak,3,ICMP,186.248.43.69,47482,247.121.225.228,54954
02/14-00:14:57.000000,SCAN nmap XMAS,Misc activity,3,ICMP,44.6.224.166,24621,181.179.154.249,3784
02/14-00:14:58.000000,SNMP request tcp,Misc activity,3,UDP,164.74.118.91,39492,160.62.197.22,14573
02/14-00:14:59.000000,SCAN nmap XMAS,Misc activity,2,TCP,213.170.222.62,56479,236.184.240.234,14260
02/14-00:15:00.000000,ICMP PING,Misc activity,2,UDP,129.18.196.69,50048,188.226.196.240,21506
02/14-00:15:01.000000,ICMP PING undefined code,Misc activity,2,TCP,227.74.194.32,31347,108.240.231.43,1879
02/14-00:15:02.000000,ICMP PING *NIX,Misc activity,3,UDP,144.116.164.179,23839,148.190.223.141,10839
02/14-00:15:03.000000,ICMP PING BSDtype,Attempted Information Leak,3,TCP,228.154.139.61,43913,73.71.127.132,6500
02/14-00:15:04.000000,ICMP PING undefined code,Attempted Information Leak,3,UDP,194.109.48.252,48070,29.154.90.208,408
02/14-00:15:05.000000,ICMP PING *NIX,Misc activity,2,TCP,184.120.131.217,23562,5.176.127.146,7380
02/14-00:15:06.000000,SCAN nmap XMAS,Misc activity,2,TCP,213.84.234.230,22549,244.18.227.16,48408
02/14-00:15:07.000000,ICMP PING *NIX,Misc activity,3,UDP,130.202.169.16,24784,230.2.44.67,32128
02/14-00:15:08.000000,ICMP PING,Misc activity,3,ICMP,143.118.189.55,24020,10.205.115.73,57728
02/14-00:15:09.000000,SCAN nmap XMAS,Attempted Information Leak,2,ICMP,77.23.80.132,28216,53.152.64.58,45620
02/14-00:15:10.000000,ICMP PING undefined code,Misc activity,3,UDP,16.119.14.10,11724,249.154.252.8,39083
02/14-00:15:11.000000,ICMP PING undefined code,Misc activity,2,TCP,214.209.107.163,47866,151.154.217.130,12072
02/14-00:15:12.000000,ICMP PING undefined code,Attempted Denial of Service,3,TCP,5.9.71.238,17487,179.113.7.114,6357
02/14-00:15:13.000000,SCAN nmap XMAS,Misc activity,3,UDP,225.180.137.240,6372,231.162.26.152,1730
02/14-00:15:14.000000,ICMP PING undefined code,Misc activity,3,TCP,109.73.169.3,20986,234.86.166.206,23625
02/14-00:15:15.000000,ICMP PING BSDtype,Misc activity,2,TCP,175.208.31.233,31798,68.104.157.52,19462
02/14-00:15:16.000000,SNMP request tcp,Misc activity,2,TCP,121.129.224.101,1034,101.46.54.5,33599
02/14-00:15:17.000000,ICMP PING,Attempted Information Leak,2,UDP,242.246.1.145,7971,187.14.148.2,26555
02/14-00:15:18.000000,ICMP PING undefined code,Misc activity,2,TCP,9.57.229.15,16216,58.0.147.160,19294
02/14-00:15:19.000000,ICMP PING BSDtype,Attempted Information Leak,3,UDP,99.120.83.222,38575,3.147.32.162,21652
02/14-00:15:20.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,TCP,172.59.162.164,59837,210.189.147.75,8279
02/14-00:15:21.000000,SNMP request tcp,Misc activity,2,ICMP,158.33.190.220,61968,254.18.123.82,21354
02/14-00:15:22.000000,ICMP PING,Attempted Information Leak,3,TCP,55.81.18.234,33109,136.207.202.108,22102
02/14-00:15:23.000000,SNMP trap tcp,Attempted Information Leak,2,TCP,247.11.159.220,51020,175.193.253.49,7583
02/14-00:15:24.000000,ICMP PING,Attempted Information Leak,2,UDP,27.185.102.78,8254,213.106.191.151,26836
02/14-00:15:25.000000,SNMP trap tcp,Misc activity,3,TCP,70.16.230.28,49138,207.80.212.237,33182
02/14-00:15:26.000000,ICMP PING,Misc activity,2,ICMP,241.15.105.97,12673,122.199.1.122,56291
02/14-00:15:27.000000,ICMP PING,Misc activity,3,TCP,154.247.142.119,30252,163.224.121.87,13643
02/14-00:15:28.000000,SNMP request tcp,Attempted Information Leak,2,UDP,192.142.11.93,10664,181.80.20.144,34592
02/14-00:15:29.000000,ICMP PING,Attempted Information Leak,3,TCP,203.177.169.65,8596,110.95.165.92,47536
02/14-00:15:30.000000,SCAN nmap XMAS,Misc activity,3,UDP,165.156.220.158,7999,181.35.209.29,19751
02/14-00:15:31.000000,SCAN nmap XMAS,Attempted Information Leak,3,UDP,17.55.16.243,55190,100.44.62.102,43079
02/14-00:15:32.000000,ICMP PING,Misc activity,2,TCP,165.120.240.206,22472,6.9.57.234,38818
02/14-00:15:33.000000,ICMP PING BSDtype,Attempted Information Leak,3,ICMP,191.217.82.129,3848,225.125.131.217,53697
02/14-00:15:34.000000,ICMP PING undefined code,Misc activity,3,TCP,102.251.112.36,42506,5.95.111.214,22307
02/14-00:15:35.000000,ICMP PING undefined code,Attempted Information Leak,3,UDP,59.214.121.211,13964,128.191.114.25,39721
02/14-00:15:36.000000,SNMP trap tcp,Misc activity,3,TCP,111.73.20.86,37992,157.202.91.188,51288
02/14-00:15:37.000000,ICMP PING undefined code,Misc activity,3,TCP,127.203.121.36,8123,156.222.178.120,18323
02/14-00:15:38.000000,ICMP PING undefined code,Misc activity,3,ICMP,6.75.20.177,1102,166.44.29.254,3905
02/14-00:15:39.000000,ICMP PING,Misc activity,3,TCP,167.58.188.102,50192,116.48.99.98,25987
02/14-00:15:40.000000,ICMP PING,Attempted Information Leak,3,UDP,114.61.40.129,43406,63.217.89.97,45387
02/14-00:15:41.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,TCP,121.209.6.189,64966,121.80.51.26,42242
